batch_key,source_id,year,rank,category,distinction,source_url,venue_name,city_label,country_label,venue_category,venue_status,price_symbol_raw,note,michelin_guide,name_native_michelin
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/jiang-su/suzhou_1031079/restaurant/yangzhou-yan-qu-yuan,Yangzhou Yan · Qu Yuan,Suzhou,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,扬州宴 · 趣园
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/hangzhou_1027184/restaurant/ye-long-jing,Ye Long Jing,Hangzhou,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,也龙井
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/taizhou_7770462/restaurant/yi-qin-shou-da-mian,Yi Qin Shou Da Mian,Taizhou,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,宜沁手打面
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/shanghai-municipality/shanghai/restaurant/yongfu-mini,YongFu Mini (Pudong),Shanghai,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,甬府小鲜 (浦东新区)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/jiang-su/nanjing_1029511/restaurant/you-mian,You Mian,Nanjing,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,囿面
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/jiang-su/yangzhou_1032329/restaurant/yu-cheng,Yu Cheng,Yangzhou,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,玉成
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/shanghai-municipality/shanghai/restaurant/yu-du-lao-wei-mian-huangpu,Yu Du Lao Wei Mian,Shanghai,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,渔都老味面
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/shanghai-municipality/shanghai/restaurant/yu-ge-zhan-jiang-jingan,Yu Ge Zhanjiang (Jingan),Shanghai,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,渔哥 · 湛江 (静安)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/wenzhou_1031793/restaurant/yu-ji-seafood,Yu Ji Seafood,Wenzhou,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,余记海鲜
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/jiang-su/suzhou_1031079/restaurant/yu-mian-tang,Yu Mian Tang (Nanxin Road),Suzhou,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,裕面堂 (南新路)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/hangzhou_1027184/restaurant/yue-ji,Yue Ji (Binjiang),Hangzhou,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,越稽 (滨江)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/shanghai-municipality/shanghai/restaurant/yunhe-noodle-huangpu,Yunhe Noodle (Huangpu),Shanghai,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,云和面馆 (黄浦)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/taizhou_7770462/restaurant/zhang-yuan-chui-fan-yanyu-road,Zhang Yuan Chui Fan (Yanyu Road),Taizhou,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,璋园炊饭 (岩屿路)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/jiang-su/nanjing_1029511/restaurant/zheng-qing-niu-rou-guo-tie-dian,Zheng Qing Niu Rou Guo Tie Dian,Nanjing,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,正清牛肉锅贴店
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/wenzhou_1031793/restaurant/zheng-zhengliang-seafood-nantang-street,Zheng Zhengliang Seafood (Nantang Street),Wenzhou,China,restaurant,,¥¥,,shanghai-jiangsu-zhejiang-2026,郑正亮海鲜 (南塘街)
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/jiang-su/nanjing_1029511/restaurant/zhi-he-lao-ya-fen-si-tang,Zhi He Lao Ya Fen Si Tang,Nanjing,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,致和老鸭粉丝汤
michelin-2026-china,michelin,2026,,Bib Gourmand,,https://guide.michelin.com/us/en/zhe-jiang/hangzhou_1027184/restaurant/zhi-zhu-xihu,Zhi Zhu,Hangzhou,China,restaurant,,¥,,shanghai-jiangsu-zhejiang-2026,知竹
