place_id,action,class,keeper,instruction,source,google_name,other_rows
ChIJK3jWycBPqRIRJYdQBtHVOQI,KEEP_PIN_HOME,UNCLASSIFIED,L’échappée belle hôtel restaurant [lisle-jourdain],machine pass: pin-home + name test; other-row class pending,dryrun-v2,L’échappée belle hôtel restaurant,L’échappée belle hôtel restaurant [lanaye]
ChIJKzDAz4LHh0gRq5ZiJMP6Bf8,KEEP_PIN_HOME,UNCLASSIFIED,LYLA Restaurant & Rooms [edinburgh],machine pass: pin-home + name test; other-row class pending,dryrun-v2,LYLA Restaurant & Rooms,LYLA Restaurant & Rooms [tokyo]
ChIJL2Aj-uqifDURfdvV-jVV724,KEEP_PIN_HOME,UNCLASSIFIED,U.S. Embassy & Consulate in the Republic of Korea [seoul],machine pass: pin-home + name test; other-row class pending,dryrun-v2,U.S. Embassy & Consulate in the Republic of Korea,U.S. Embassy & Consulate in the Republic of Korea [busan]
ChIJLcAZ8Kqf4jARcqRxTY1Ajx8,KEEP_PIN_HOME,UNCLASSIFIED,IGNIV [bangkok],machine pass: pin-home + name test; other-row class pending,dryrun-v2,IGNIV Bangkok อิกนีฟ แบงค็อก,IGNIV Bangkok อิกนีฟ แบงค็อก [bad-ragaz]
ChIJLfDDYswZ2jERWFOCsmgtZvY,KEEP_PIN_HOME,UNCLASSIFIED,Terra SG [singapore],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Terra SG,Terra SG [sarentino] | Terra SG [stainz]
ChIJM5BVU0erQjQR-ha7GhLCbng,KEEP_PIN_HOME,UNCLASSIFIED,壽司芳 台北 Sushiyoshi Taipei [taipei],machine pass: pin-home + name test; other-row class pending,dryrun-v2,壽司芳 台北 Sushiyoshi Taipei,壽司芳 台北 Sushiyoshi Taipei [hong-kong]
ChIJM5U4eDaGTo8R6BZOAFT5-j4,KEEP_PIN_HOME,UNCLASSIFIED,Le Chique Restaurant [puerto-morelos],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Le Chique Restaurant,Le Chique Restaurant [cancun]
ChIJMZMCq4y1vJURRfysuSq4vCA,KEEP_PIN_HOME,UNCLASSIFIED,Julia Restaurante [buenos-aires],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Julia Restaurante,Julia Restaurante [tokyo]
ChIJNY-UMbDTD4gRKMyKeqtQ000,KEEP_PIN_HOME,UNCLASSIFIED,Atelier Restaurant [domodossola],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Atelier Restaurant,Atelier Restaurant [chicago] | Atelier Restaurant [ottawa] | Atelier Restaurant [auckland]
ChIJO6In91YLE0cRuhmajfjdvt8,KEEP_PIN_HOME,UNCLASSIFIED,La Villa Restaurant [zlin],machine pass: pin-home + name test; other-row class pending,dryrun-v2,La Villa Restaurant,La Villa Restaurant [melfi]
ChIJOQ8y5KzmvkcRy8A_Sn4dJa8,KEEP_PIN_HOME,UNCLASSIFIED,YUNICO - Japanese Fine Dining [bonn],machine pass: pin-home + name test; other-row class pending,dryrun-v2,YUNICO - Japanese Fine Dining,YUNICO - Japanese Fine Dining [osaka]
ChIJOXsLkcDNQQwRxgVyrfWO88Q,KEEP_PIN_HOME,UNCLASSIFIED,Nub Restaurante [adeje],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Nub Restaurante,Nub Restaurante [nakhon-ratchasima]
ChIJOZ-cFYOXc0cRFqfGxf_7AK4,KEEP,MERGE,rossbarth [linz],linz-an-der-donau row merges; slug non-canonical,verified-pass-2026-08-24,Rossbarth,Rossbarth [linz] | Rossbarth [linz-an-der-donau]
ChIJQzwmb-QIpxIRnVgJkyRjr3A,KEEP_PIN_HOME,UNCLASSIFIED,Restaurante Carmen [binefar],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Restaurante Carmen,Restaurante Carmen [lima]
ChIJR6xLOCtjSzQRn1HkaDpmvCk,KEEP_PIN_HOME,UNCLASSIFIED,Hangzhou at West Lake Four Seasons Hotel Chinese Food Restaurant [vught],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Hangzhou at West Lake Four Seasons Hotel Chinese Food Restaurant,Hangzhou at West Lake Four Seasons Hotel Chinese Food Restaurant [hangzhou] | Hangzhou at West Lake Four Seasons Hotel C
ChIJR7Nuk2iZwEcR5WrQg92Dvrw,KEEP_PIN_HOME,UNCLASSIFIED,BISTRO Quellenhof [aachen],machine pass: pin-home + name test; other-row class pending,dryrun-v2,BISTRO Quellenhof,BISTRO Quellenhof [noordeloos]
ChIJR8MwLmYABDQRkyi_aTFRBcM,KEEP_PIN_HOME,UNCLASSIFIED,Restaurant Petrus [hong-kong],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Restaurant Petrus,Restaurant Petrus [london]
ChIJS7pzDVhlsjUR_lDrwj9htu8,DROP_ALL,TWIN,,name mismatch beats address match (Taian Men vs Taian Table); rename Taian Table + Taian Table Guangzhou; both need fresh ids,verified-pass-2026-08-24,Taian Men,Tai'an Table [shanghai] | Taian Men [guangzhou]
ChIJT2osCNO7woARop0dYCa79OI,KEEP_PIN_HOME,UNCLASSIFIED,Sushi Zo [los-angeles],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Sushi Zo,Sushi Zo [new-york]
ChIJT__BBTHEyIARNsjBlkKwgjg,KEEP_PIN_HOME,UNCLASSIFIED,estiatorio Milos Las Vegas [las-vegas],machine pass: pin-home + name test; other-row class pending,dryrun-v2,estiatorio Milos Las Vegas,estiatorio Milos Las Vegas [miami] | estiatorio Milos Las Vegas [new-york]
ChIJU1tqH2UABDQRyMAnpk05EQ8,KEEP_PIN_HOME,UNCLASSIFIED,Beefbar Hong Kong [hong-kong],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Beefbar Hong Kong,Beefbar Hong Kong [monaco]
ChIJU5IJCrfVEEgRceLq8DS4dds,KEEP,TWIN,allium [quimper],"askham own venue, rename Allium at Askham Hall",verified-pass-2026-08-24,"Restaurant Allium, Quimper","Restaurant Allium, Quimper [quimper] | Restaurant Allium, Quimper [askham]"
ChIJV4HA3ygKQQ0RniTSMih24dY,KEEP_PIN_HOME,UNCLASSIFIED,Restaurante MONTIA [san-lorenzo-de-el-escorial],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Restaurante MONTIA,Restaurante MONTIA [desenzano-del-garda]
ChIJV7Cpk2NhwUcRmn07ubvWFHk,KEEP_PIN_HOME,UNCLASSIFIED,Restaurant EST [heverlee],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Restaurant EST,Restaurant EST [tokyo]
ChIJV8box5nxQQ0Rd1mn354IgBs,KEEP_PIN_HOME,UNCLASSIFIED,Ancestral Restaurante [pozuelo-de-alarcon],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Ancestral Restaurante,Ancestral Restaurante [la-paz]
ChIJVVUFgnpINYgRiUsS04XrmQM,KEEP,MERGE,lautrec [farmington],laurel-highlands row merges; slug non-canonical,verified-pass-2026-08-24,Lautrec,Lautrec [farmington] | Lautrec [laurel-highlands-pennsylvania]
ChIJVZnM2DVDXz4RL08f3Rp_KZo,KEEP,TWIN,the-bulgari-bar [dubai],"rome + milan own venues, own ids",verified-pass-2026-08-24,The Bulgari Bar,The Bulgari Bar [dubai] | The Bulgari Bar [rome] | The Bulgari Bar [milan]
ChIJW_du2f67woAR7ftXN3yTlWU,KEEP,TWIN,spago [los-angeles],maui own venue; matcher bug class: metro containment,verified-pass-2026-08-24,Spago,Spago [los-angeles] | Spago [maui]
ChIJWdOGHRKuEmsR6al3OVtQAqQ,KEEP,TWIN,eau-de-vie [sydney],"melbourne own venue, confirmed open, rename Eau de Vie Melbourne",verified-pass-2026-08-24,Eau De Vie Sydney,Eau De Vie Sydney [sydney] | Eau De Vie Sydney [melbourne]
ChIJWwHAWUCuEmsRNlPEcQfDB5E,DROP_ALL,TWIN,,ivy Sydney vs The Ivy LA - unrelated; rename LA row The Ivy; both need fresh ids,verified-pass-2026-08-24,ivy Sydney,The Ivy [sydney] | ivy Sydney [los-angeles]
ChIJWzvX3MTaVHkRa_l41Y4kvMc,KEEP_PIN_HOME,UNCLASSIFIED,Morimoto Maui [wailea],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Morimoto Maui,Morimoto Maui [las-vegas] | Morimoto Maui [philadelphia]
ChIJXR5VKMLBhkcRnogPgUdnbNU,KEEP_PIN_HOME,UNCLASSIFIED,Anima Milano | Enrico Bartolini [tuttlingen],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Anima Milano | Enrico Bartolini,Anima Milano | Enrico Bartolini [milan]
ChIJXTVpoFXFyIARTfILeRYBZiQ,KEEP_PIN_HOME,UNCLASSIFIED,Mott 32 Las Vegas [las-vegas],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Mott 32 Las Vegas,Mott 32 Las Vegas [toronto] | Mott 32 Las Vegas [hong-kong] | Mott 32 Las Vegas [vancouver]
ChIJXfTB2L2f4jARtLgqJNfth2c,KEEP_PIN_HOME,UNCLASSIFIED,AVANT [bangkok],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Avant เอวองท์,Avant เอวองท์ [shenzhen]
ChIJY6-uVm8BBDQRqKRAxg08eDM,KEEP_PIN_HOME,UNCLASSIFIED,WAGYUMAFIA Hong Kong [hong-kong],machine pass: pin-home + name test; other-row class pending,dryrun-v2,WAGYUMAFIA Hong Kong,WAGYUMAFIA Hong Kong [tokyo]
ChIJZQYNdEmi9YgRRtuX9ZzsRQ4,KEEP_PIN_HOME,UNCLASSIFIED,Masterpiece [duluth],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Masterpiece,Masterpiece [atlanta]
ChIJZdYsWjfIBZERGsmTqMbsqDk,KEEP_PIN_HOME,UNCLASSIFIED,La Mar [lima],machine pass: pin-home + name test; other-row class pending,dryrun-v2,La Mar Cevichería Peruana,La Mar Cevichería Peruana [miami]
ChIJ_4jsN8Rkh0cRRXQ3AcvlF8Q,KEEP_PIN_HOME,UNCLASSIFIED,Ristorante Il Moro [capriata-dorba],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Ristorante Il Moro,Ristorante Il Moro [los-angeles]
ChIJ__9zd3wABDQR9jco3PBl3bg,KEEP,TWIN,coa [hong-kong],"shanghai own venue, own id",verified-pass-2026-08-24,COA,COA [hong-kong] | COA [shanghai]
ChIJaTcUlWcABDQRtEckm4zxT6c,KEEP_PIN_HOME,UNCLASSIFIED,Man Ho Chinese Restaurant [hong-kong],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Man Ho Chinese Restaurant,Man Ho Chinese Restaurant [hangzhou]
ChIJazr3QgBbrRIRy-CSCmzIBT0,KEEP,TWIN,oxalis [marcoles],"schluchsee PERMANENTLY CLOSED: status=closed, published=false; award record stays",verified-pass-2026-08-24,OXALIS,OXALIS [marcoles] | OXALIS [schluchsee]
ChIJb6z87k91skcR6FUJzL9rBRk,KEEP_PIN_HOME,UNCLASSIFIED,Restaurant BelVeder [scharbeutz],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Restaurant BelVeder,Restaurant BelVeder [osaka]
ChIJbS02vOgtDogRBF0gU49SmLc,KEEP_PIN_HOME,UNCLASSIFIED,PERILLA korean steakhouse [chicago],machine pass: pin-home + name test; other-row class pending,dryrun-v2,PERILLA korean steakhouse,PERILLA korean steakhouse [london]
ChIJc3vlaSUT6YARjVj5-kbcxrI,KEEP,MERGE,carusos [santa-barbara],montecito row merges; slug non-canonical (ZIP-93108 rule),verified-pass-2026-08-24,Caruso's,Caruso's [santa-barbara] | Caruso's [montecito]
ChIJc46NSNvrzRIRSB5YvwO9m8Q,KEEP_PIN_HOME,UNCLASSIFIED,L’Orangerie-restaurant Menton [pornic],machine pass: pin-home + name test; other-row class pending,dryrun-v2,L’Orangerie-restaurant Menton,L’Orangerie-restaurant Menton [menton] | L’Orangerie-restaurant Menton [paris]
ChIJc6ol652MGGARNesDM-iVt5c,KEEP_PIN_HOME,UNCLASSIFIED,Aoyama sushi Umi [tokyo],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Aoyama sushi Umi,Aoyama sushi Umi [panama-city]
ChIJcS9-wutre0cRSX0VpdBkLI0,KEEP_PIN_HOME,UNCLASSIFIED,Harry's Piccolo Trieste [trieste],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Harry's Piccolo Trieste,Harry's Piccolo Trieste [porec]
ChIJd2j8l19vnUcRhFKm2pir2VQ,KEEP_PIN_HOME,UNCLASSIFIED,Schwarzer Adler Restaurant [vogtsburg-im-kaiserstuhl],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Schwarzer Adler Restaurant,Schwarzer Adler Restaurant [hall-in-tirol]
ChIJeQjINsHbd0cRfD9s9A0z_Sg,KEEP,MERGE,guatzessen [stumm],stumm-im-zillertal row merges; slug non-canonical,verified-pass-2026-08-24,Restaurant GuatzEssen,Restaurant GuatzEssen [stumm] | Restaurant GuatzEssen [stumm-im-zillertal]
ChIJeSToOgcKkEcRgiVTUfjVOTg,KEEP_PIN_HOME,UNCLASSIFIED,Boucherie AuGust [zurich],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Boucherie AuGust,Boucherie AuGust [jakarta] | Boucherie AuGust [new-orleans] | Boucherie AuGust [augsburg]
ChIJeYu9YXL3cg0R_tDHQ6JhhbA,KEEP_PIN_HOME,UNCLASSIFIED,Blossom Restaurant [malaga],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Blossom Restaurant,Blossom Restaurant [shanghai]
ChIJexaK7g33xUcR4UZCZiegd8A,KEEP_PIN_HOME,UNCLASSIFIED,Restaurant Apicius [castricum],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Restaurant Apicius,Restaurant Apicius [clermont-ferrand] | Restaurant Apicius [paris] | Restaurant Apicius [tokyo] | Restaurant Apicius [ba
ChIJf4E3cK4dDTkRoDEOORhEAdI,KEEP,PHANTOM,pco [new-delhi],mumbai row does not exist - DELETE row,verified-pass-2026-08-24,PCO Bar,PCO Bar [new-delhi] | PCO Bar [mumbai]
ChIJf6oic1LFRT4RpitALpNivyc,KEEP_PIN_HOME,UNCLASSIFIED,Jamavar Doha [doha],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Jamavar Doha,Jamavar Doha [dubai] | Jamavar Doha [london] | Jamavar Doha [bengaluru]
ChIJfbKgG5iMGGARQ9EQcG1KuZY,REMOVE_BOTH,NOT_A_VENUE,,Dialog in the Dark is a museum - delete both rows from venues (ingest error),verified-pass-2026-08-24,Dialog in the Dark Japan,Dialog in the Dark Japan [tokyo] | Dialog in the Dark Japan [los-angeles]
ChIJfzVHijiLGGARGjwUfCAQ_CQ,KEEP_PIN_HOME,UNCLASSIFIED,Nikuya Tanaka Ginza [tokyo],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Nikuya Tanaka Ginza,Nikuya Tanaka Ginza [singapore]
ChIJg7292sOxe0gRk1EdjXnft_8,KEEP_PIN_HOME,UNCLASSIFIED,El Gato Negro Tapas Manchester [manchester],machine pass: pin-home + name test; other-row class pending,dryrun-v2,El Gato Negro Tapas Manchester,El Gato Negro Tapas Manchester [vilnius]
ChIJgU5pvbfGyIAR5qHUzVgyhLA,KEEP_PIN_HOME,UNCLASSIFIED,Kabuto Edomae Sushi [las-vegas],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Kabuto Edomae Sushi,Kabuto Edomae Sushi [san-francisco]
ChIJhRTUlZqipBIRyWfgLW8a9CQ,KEEP,TWIN,dry-martini [barcelona],"sorrento own venue, rename Dry Martini Sorrento",verified-pass-2026-08-24,Dry Martini Barcelona,Dry Martini Barcelona [barcelona] | Dry Martini Barcelona [sorrento]
ChIJhw9kfo0Z2jERQvBMA2bcwP8,KEEP_PIN_HOME,UNCLASSIFIED,Ginza Sushi Ichi Singapore [singapore],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Ginza Sushi Ichi Singapore,Ginza Sushi Ichi Singapore [tokyo]
ChIJhwSoqVelUQ0RY-IbWu6ubUg,KEEP,TWIN,amelia [san-sebastian],dubai is a DIFFERENT business; rename Amelia (drop Airaudo association),verified-pass-2026-08-24,Amelia by Paulo Airaudo,Amelia by Paulo Airaudo [san-sebastian] | Amelia by Paulo Airaudo [dubai]
ChIJhyrbUDeZ4jARrb1yWJ54qGc,KEEP_PIN_HOME,UNCLASSIFIED,Sushi Saito [bangkok],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Sushi Saito Thailand,Sushi Saito Thailand [tokyo]
ChIJidd2DagBBDQR7ZT_w4lvMdY,KEEP_PIN_HOME,UNCLASSIFIED,Yong Fu Hong Kong [hong-kong],machine pass: pin-home + name test; other-row class pending,dryrun-v2,Yong Fu Hong Kong,Yong Fu Hong Kong [shanghai]
